Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
1520,-0.618321,6.419848,3.114504,-0.251954,-0.974857,0.045654
1521,-1.137404,5.717557,4.061069,-0.242921,-0.969730,0.053955
1522,-1.862595,5.099236,5.015267,-0.247560,-0.976322,0.052246
1523,-2.541985,4.305344,5.236642,-0.248292,-0.966556,0.042969
1524,-2.656489,2.290076,1.152672,-0.287355,-0.950931,0.023926
1525,-1.862595,2.496183,-0.236641,-0.288331,-0.942142,0.018799
1526,-0.824427,2.877863,-0.961832,-0.279542,-0.937259,0.018799
1527,-0.381679,2.725191,-0.763359,-0.266847,-0.928959,0.006836
1528,0.007634,2.725191,0.167939,-0.240479,-0.923099,0.012695
1529,-0.091603,2.374046,1.160305,-0.223390,-0.916751,0.021484
1530,0.572519,0.419847,4.076336,-0.218018,-0.962162,0.028076
1531,-0.282443,-0.625954,3.328244,-0.237061,-0.976566,0.040772
1532,-0.511450,-0.572519,3.083969,-0.241212,-0.974369,0.037842
1533,-1.129771,-0.610687,3.038168,-0.259767,-0.975590,0.036621
1534,-1.106870,-0.541985,3.274809,-0.266847,-0.980472,0.039307
1535,-1.687023,-0.022901,3.061069,-0.281495,-0.974857,0.039795
1536,-1.908397,1.320611,0.526718,-0.278565,-0.949955,0.029297
1537,-1.259542,1.679389,0.030534,-0.274903,-0.943607,0.025147
1538,-0.778626,2.045802,-0.488550,-0.272706,-0.948246,0.023682
1539,-0.389313,2.221374,-0.175573,-0.268312,-0.948002,0.026367
1540,-0.305343,2.618321,-0.297710,-0.279054,-0.955082,0.026611
1541,-0.267176,2.335878,-0.755725,-0.287110,-0.965336,0.020264
1542,-2.435115,3.694656,0.358779,-0.294435,-0.957523,0.003418
1543,-2.526718,4.503816,1.954198,-0.296144,-0.955570,0.017090
1544,-2.717557,4.908397,2.770992,-0.288575,-0.953617,0.007568
1545,-2.458015,5.557252,3.305344,-0.283692,-0.954105,0.009522
1546,-2.541985,5.625954,3.137405,-0.278810,-0.962162,0.022949
1547,-2.488550,5.702290,3.389313,-0.273927,-0.959232,0.026856
1548,-4.030534,5.076336,5.068702,-0.279298,-0.960697,0.028809
1549,-4.000000,5.190840,4.961832,-0.288087,-0.952152,0.022217
1550,-3.503817,5.664122,4.839694,-0.281739,-0.954593,0.033692
1551,-3.343511,5.793893,5.129771,-0.279542,-0.955326,0.015625
1552,-3.633588,5.595420,5.717557,-0.270997,-0.950443,0.015381
1553,-3.435114,5.114504,4.763359,-0.269532,-0.942875,0.023438
1554,-1.442748,2.503817,3.259542,-0.237550,-0.944339,0.009033
1555,-1.061069,1.832061,2.480916,-0.253907,-0.959476,0.005371
1556,-1.236641,1.549618,-0.206107,-0.276856,-0.965091,0.003906
1557,-1.053435,1.832061,-1.442748,-0.289064,-0.969730,0.003662
1558,-0.412214,1.923664,-0.106870,-0.267823,-0.975101,0.003662
1559,-1.251908,1.809160,-0.442748,-0.264649,-0.968265,0.010742
1560,-2.221374,1.549618,1.091603,-0.275880,-0.952396,0.021484
1561,-2.236641,1.534351,-0.870229,-0.280763,-0.957279,0.016602
1562,-1.374046,1.755725,-3.267176,-0.270265,-0.954838,0.029297
1563,-0.900763,1.778626,-5.450382,-0.266358,-0.958500,0.032959
1564,-0.488550,0.992366,-6.572519,-0.251954,-0.965091,0.040039
1565,-1.137404,-0.404580,-9.549619,-0.294435,-0.954349,0.017090
1566,-1.190840,-0.564886,-7.251908,-0.275636,-0.962162,0.021484
1567,-1.923664,-0.030534,-5.007633,-0.289064,-0.963138,0.018799
1568,-2.549618,0.030534,-3.847328,-0.288087,-0.959232,0.015137
1569,-3.358779,0.847328,-2.381679,-0.290528,-0.961673,0.016113
1570,-3.824427,1.801527,0.809160,-0.282716,-0.929203,0.002441
1571,-2.916031,2.519084,-0.297710,-0.279786,-0.944828,-0.005615
1572,-2.145038,3.068702,0.755725,-0.278565,-0.955326,0.011963
1573,-2.396947,3.534351,0.641221,-0.282716,-0.945560,0.011231
1574,-1.862595,4.396946,0.671756,-0.272462,-0.948246,0.010986
1575,-1.488550,4.221374,2.297710,-0.265138,-0.955570,0.015381
1576,-0.450382,3.549618,0.938931,-0.256593,-0.962406,0.018555
1577,-0.389313,3.335878,0.358779,-0.259034,-0.966312,0.017334
1578,-0.045802,3.145038,-0.595420,-0.267579,-0.966801,0.030518
1579,0.038168,1.931298,0.366412,-0.249024,-0.958988,0.025147
1580,0.282443,1.564885,-1.717557,-0.261964,-0.953129,0.029297
1581,0.770992,1.190840,-4.106870,-0.265870,-0.952396,0.011475
1582,0.664122,-0.832061,2.122137,-0.245362,-0.989262,0.001953
1583,-1.083969,-1.274809,2.496183,-0.244142,-0.938968,0.014404
1584,-0.923664,-1.465649,0.809160,-0.244630,-0.950931,0.005615
1585,-0.366412,-1.709924,-0.641221,-0.266603,-0.948978,0.008545
1586,0.809160,-1.534351,-2.404580,-0.276856,-0.963627,0.013184
1587,0.931298,-2.984733,5.152672,-0.279542,-0.954593,0.016113
1588,0.160305,-3.015267,4.312977,-0.289552,-0.975101,0.005371
1589,-1.015267,-1.030534,0.137405,-0.287843,-0.982914,0.008545
1590,-0.717557,-0.091603,-0.625954,-0.290528,-0.967533,0.016113
1591,-1.007634,-0.404580,0.946565,-0.277101,-0.936527,0.011231
1592,-0.954198,-0.267176,2.900763,-0.278565,-0.937259,0.025635
1593,-1.328244,-0.900763,6.496183,-0.257325,-0.963627,0.020996
1594,-0.969466,-1.557252,6.725190,-0.268312,-0.966312,0.017822
1595,-0.862595,-1.687023,5.206107,-0.287110,-0.960697,0.011475
1596,-0.549618,-1.465649,3.419847,-0.283692,-0.955326,0.027832
1597,0.038168,-0.984733,2.412214,-0.291017,-0.962406,0.020264
1598,0.725191,0.091603,2.320611,-0.284181,-0.968998,0.023438
1599,0.503817,0.458015,1.992366,-0.295411,-0.979008,0.018311
1600,0.503817,0.442748,1.190840,-0.295411,-0.970707,0.032471
1601,0.083969,1.015267,-0.229008,-0.288331,-0.973148,0.032227
1602,0.145038,1.351145,-1.167939,-0.277833,-0.966801,0.027100
1603,0.183206,1.633588,-1.282443,-0.278321,-0.959965,0.044434
1604,-0.702290,1.221374,2.679389,-0.245118,-0.958500,0.046631
1605,-1.534351,0.793893,3.091603,-0.238282,-0.965336,0.045166
1606,-2.374046,0.297710,3.503817,-0.225831,-0.967045,0.043213
1607,-3.183206,-0.175573,5.076336,-0.229493,-0.981693,0.050537
1608,-4.335878,-0.961832,5.564885,-0.229737,-0.981205,0.037842
1609,-5.007633,-1.984733,6.954198,-0.247315,-0.981693,0.044434
1610,-6.038168,-2.748092,2.954198,-0.282472,-0.961673,0.030762
1611,-5.618320,-2.938931,0.396947,-0.289552,-0.968509,0.018066
1612,-4.984733,-2.465649,-2.312977,-0.285646,-0.958011,0.033692
1613,-4.389313,-2.664122,-3.351145,-0.271485,-0.953373,0.036621
1614,-3.946565,-2.526718,-3.641221,-0.274171,-0.957035,0.037354
1615,-2.572519,-0.473282,-6.374046,-0.275392,-0.942630,0.027344
1616,-2.488550,0.122137,-6.236641,-0.271730,-0.942630,0.022949
1617,-2.526718,0.885496,-4.709924,-0.253175,-0.932132,0.031738
1618,-2.687023,1.435115,-2.740458,-0.255860,-0.944584,0.033203
1619,-3.511450,1.702290,-0.534351,-0.267823,-0.951664,0.024170
1620,-3.816794,5.068702,4.381679,-0.258302,-0.927005,0.010986
1621,-3.175573,5.748092,5.389312,-0.255128,-0.924808,0.013672
1622,-2.496183,6.244275,5.748092,-0.258790,-0.919437,0.002686
1623,-2.221374,6.671756,5.709924,-0.259278,-0.923587,-0.000244
1624,-1.900763,6.396946,5.229008,-0.252686,-0.926517,0.020264
1625,-1.748092,6.198473,5.267175,-0.233888,-0.925541,0.004639
1626,-2.175573,3.015267,7.145038,-0.216065,-0.949466,0.029297
1627,-2.236641,2.175573,6.320610,-0.213380,-0.954349,0.039063
1628,-2.427481,1.435115,5.564885,-0.224854,-0.957279,0.022461
1629,-2.229008,0.458015,4.587786,-0.231690,-0.962650,0.046387
1630,-2.366412,-0.496183,3.488550,-0.243897,-0.955814,0.037842
1631,-1.671756,-0.557252,1.839695,-0.254395,-0.955082,0.029541
1632,-0.603053,-0.923664,-1.000000,-0.270997,-0.963871,0.025147
1633,-0.534351,-0.412214,-1.206107,-0.279054,-0.964115,0.024170
1634,-0.282443,-0.320611,-0.977099,-0.270265,-0.960209,0.015869
1635,0.358779,-0.206107,-1.022901,-0.271241,-0.947025,0.011231
1636,0.580153,0.137405,-0.206107,-0.274415,-0.943119,0.020508
1637,-0.221374,0.961832,-1.534351,-0.277345,-0.947757,0.014893
1638,-0.236641,1.190840,-1.755725,-0.272218,-0.945804,0.027588
1639,-0.625954,1.923664,0.221374,-0.285890,-0.954105,0.017822
1640,-1.312977,1.236641,2.618321,-0.286134,-0.959720,0.019531
1641,-2.374046,1.198473,4.969465,-0.289796,-0.968265,0.014404
1642,-2.938931,1.931298,5.969466,-0.297609,-0.947025,0.018799
1643,-0.496183,3.389313,2.183206,-0.292482,-0.954105,0.018555
1644,-0.236641,3.625954,2.305344,-0.289796,-0.963138,0.033447
1645,-0.511450,3.450382,2.816794,-0.274659,-0.963138,0.010986
1646,-0.977099,3.122137,2.969466,-0.276368,-0.967777,0.026367
1647,-1.320611,3.236641,3.000000,-0.281007,-0.971439,0.014404
1648,-1.381679,3.122137,1.862595,-0.291505,-0.973148,0.020996
1649,0.213740,4.251908,-0.389313,-0.298829,-0.949222,0.005127
1650,0.389313,4.694656,-0.030534,-0.300294,-0.953861,-0.003174
1651,0.450382,4.847328,-0.053435,-0.301515,-0.951908,0.002441
1652,0.526718,5.358779,-0.045802,-0.298341,-0.950931,0.003174
1653,0.740458,5.633588,-0.358779,-0.295900,-0.948734,0.012940
1654,0.572519,5.603053,-0.687023,-0.294191,-0.947513,0.011475
1655,-0.404580,4.717557,0.396947,-0.272218,-0.966068,0.033692
1656,-0.793893,4.282442,0.717557,-0.266114,-0.966312,0.030029
1657,-0.938931,3.809160,1.358779,-0.262208,-0.976810,0.031983
1658,-1.229008,3.534351,1.694656,-0.267335,-0.971195,0.032715
1659,-1.297710,3.503817,1.648855,-0.270753,-0.970951,0.023193
1660,-1.549618,3.167939,1.893130,-0.269532,-0.965824,0.016602
1661,-2.297710,2.862595,2.755725,-0.268556,-0.956547,0.010742
1662,-2.099237,2.412214,3.335878,-0.277345,-0.950199,0.007080
1663,-2.251908,2.145038,3.351145,-0.288331,-0.950199,0.005859
1664,-2.137405,2.687023,2.549618,-0.291261,-0.942630,0.003662
1665,-1.725191,2.961832,1.244275,-0.302491,-0.947025,-0.010498
1666,-1.229008,3.465649,0.145038,-0.310304,-0.929935,-0.006104
1667,0.106870,4.541984,-0.793893,-0.261476,-0.940677,0.013672
1668,0.083969,4.389313,-0.488550,-0.255616,-0.948002,0.013428
1669,0.038168,4.038168,0.267176,-0.258546,-0.957523,0.022949
1670,-0.259542,3.648855,0.656489,-0.265870,-0.960941,0.039063
1671,-0.687023,3.557252,1.145038,-0.271730,-0.961673,0.037598
1672,-0.992366,3.503817,1.099237,-0.278565,-0.968509,0.021973
1673,-0.732824,4.641222,0.152672,-0.283692,-0.954105,0.011231
1674,-0.458015,4.809160,0.106870,-0.281007,-0.952396,0.021484
1675,-0.519084,4.885496,0.152672,-0.266114,-0.947269,0.012207
1676,-0.251908,4.641222,0.603053,-0.260987,-0.943363,0.012207
1677,0.053435,4.954198,0.725191,-0.267579,-0.938236,0.006592
1678,0.221374,4.618320,0.160305,-0.265382,-0.935062,0.010254
1679,1.442748,3.694656,-0.083969,-0.254395,-0.942142,0.015137
1680,1.099237,3.297710,-0.061069,-0.255128,-0.939701,0.014893
1681,0.870229,2.923664,-0.290076,-0.251954,-0.942386,0.030274
1682,1.045802,2.587786,-0.167939,-0.255372,-0.941654,0.020752
1683,1.160305,2.511450,-0.236641,-0.253175,-0.951664,0.013916
1684,0.969466,2.000000,0.183206,-0.253907,-0.945804,0.029053
1685,-0.641221,0.503817,1.580153,-0.265626,-0.963138,0.025879
1686,-0.496183,0.824427,0.832061,-0.274415,-0.954105,0.019775
1687,0.259542,1.122137,-0.312977,-0.271485,-0.947513,0.024170
1688,0.900763,1.511450,-0.328244,-0.271730,-0.947513,0.024170
1689,1.045802,1.893130,0.007634,-0.262696,-0.941654,0.015869
1690,1.320611,1.793893,0.816794,-0.263185,-0.940189,0.015381
1691,1.557252,2.450382,0.000000,-0.272706,-0.957523,0.021729
1692,1.229008,2.335878,-0.160305,-0.266847,-0.966556,0.025879
1693,0.458015,1.770992,0.305343,-0.259767,-0.970218,0.022949
1694,-0.007634,1.312977,2.190840,-0.263917,-0.978275,0.025147
1695,-0.877863,1.152672,2.419847,-0.274171,-0.969974,0.030274
1696,-1.083969,1.503817,1.862595,-0.279298,-0.968021,0.030762
1697,-0.832061,1.374046,1.473282,-0.265138,-0.959720,0.031250
1698,-1.129771,1.236641,1.809160,-0.260499,-0.964847,0.025879
1699,-1.305343,0.251908,2.412214,-0.268800,-0.957767,0.025147
1700,-1.022901,0.022901,1.709924,-0.278321,-0.952884,0.024170
1701,-0.633588,-0.396947,-1.267176,-0.284425,-0.937992,0.036133
1702,0.022901,-0.595420,-2.480916,-0.260743,-0.937748,0.033203
1703,-0.282443,-3.709924,-2.969466,-0.275880,-0.966068,0.024658
1704,-0.358779,-4.106870,-2.946565,-0.273194,-0.965091,0.022949
1705,-0.259542,-4.267176,-2.145038,-0.288819,-0.971683,0.025147
1706,-0.519084,-4.007634,-3.801527,-0.286378,-0.977054,0.014404
1707,-0.908397,-4.137405,-3.931298,-0.277589,-0.963138,0.032959
1708,-0.709924,-4.664122,1.183206,-0.263673,-0.959720,0.025635
1709,-1.099237,-4.755725,1.908397,-0.268556,-0.961429,0.030762
1710,-0.946565,-5.045801,2.458015,-0.264161,-0.964359,0.042725
1711,-0.923664,-5.038168,2.908397,-0.269532,-0.966068,0.041016
1712,-0.770992,-5.534351,2.664122,-0.283204,-0.965091,0.023193
1713,-0.793893,-3.916030,0.106870,-0.307618,-0.969730,0.018555
1714,-1.122137,-3.954198,3.358779,-0.304200,-0.967289,0.021484
1715,-2.374046,-2.503817,1.435115,-0.289552,-0.936283,0.017090
1716,-1.656489,-1.603053,2.282443,-0.294191,-0.945316,0.018066
1717,-1.022901,-1.015267,2.809160,-0.290284,-0.938236,0.025635
1718,-1.977099,0.496183,3.847328,-0.250733,-0.941410,0.023682
1719,-2.603053,-0.091603,6.114504,-0.242677,-0.943607,0.024170
1720,-3.038168,-0.167939,7.954198,-0.252931,-0.946048,0.008789
1721,-2.893130,-0.022901,7.755725,-0.264649,-0.942875,0.019287
1722,-2.442748,-0.519084,6.603053,-0.257325,-0.945316,0.022705
1723,-2.190840,-1.236641,6.244275,-0.258546,-0.951420,0.015381
1724,-3.534351,-4.106870,4.633588,-0.261476,-0.976566,0.020020
1725,-4.007634,-4.854962,5.847328,-0.279542,-0.987552,0.031494
1726,-4.221374,-6.480916,3.931298,-0.284181,-0.976322,0.031494
1727,-3.671756,-7.427481,1.694656,-0.278810,-0.979008,0.041748
1728,-3.679389,-8.877863,1.000000,-0.262208,-0.978519,0.046631
1729,-5.709924,-19.778626,-1.114504,-0.153809,-0.964603,0.078614
1730,-6.175572,-24.809159,0.175573,-0.137696,-0.968754,0.092774
1731,-5.969466,-30.748091,-1.610687,-0.153077,-0.976566,0.073731
1732,-6.473282,-36.519085,-4.984733,-0.149415,-0.984623,0.090821
1733,-6.992366,-42.595419,-8.618321,-0.178467,-1.014652,0.073731
1734,-5.847328,-60.022896,-36.458016,-0.327882,-0.969730,0.060547
1735,-4.862596,-61.557250,-42.198476,-0.347169,-0.988773,0.046631
1736,-3.282443,-62.572517,-46.503817,-0.388917,-0.997806,0.027100
1737,-2.076336,-62.656487,-50.946562,-0.404787,-0.993900,0.034424
1738,-1.893130,-61.809161,-54.229007,-0.395265,-1.005863,0.030029
1739,-1.893130,-56.923663,-53.190835,-0.308595,-0.975345,0.029297
1740,-1.305343,-55.671755,-48.732826,-0.299073,-0.987064,0.037354
1741,-1.480916,-54.022899,-44.465648,-0.290040,-0.978275,0.032715
1742,-1.664122,-52.832063,-40.458014,-0.273439,-0.975345,0.044434
1743,-2.091603,-51.198473,-35.396946,-0.257081,-0.979984,0.055664
1744,-6.351145,-47.129770,-13.557252,-0.178956,-0.991703,0.098389
1745,-7.167939,-47.564884,-5.427480,-0.159424,-0.972660,0.106202
1746,-7.778626,-46.694656,2.473282,-0.167969,-0.997074,0.087159
1747,-8.167939,-47.557251,6.152672,-0.191163,-1.023685,0.078858
1748,-8.152672,-46.839695,7.221374,-0.215821,-1.029789,0.073731
1749,-10.946565,-46.717554,6.000000,-0.153077,-0.967533,0.079346
1750,-11.229008,-47.152672,10.847328,-0.149170,-0.974369,0.081787
1751,-11.442748,-49.083969,16.282442,-0.180909,-0.975101,0.060791
1752,-11.793892,-49.847328,19.854962,-0.219483,-0.987797,0.045166
1753,-11.641221,-50.435114,21.419847,-0.260011,-0.968754,0.042969
1754,-6.061068,-55.412211,27.267175,-0.340333,-0.937015,0.022217
1755,-7.694656,-49.763358,20.938930,-0.309571,-0.975101,0.001465
1756,-7.221374,-50.022898,16.282442,-0.308839,-0.983646,0.010010
1757,-6.549618,-52.175572,11.664122,-0.307130,-0.977054,0.017578
1758,-6.786259,-53.961834,5.175572,-0.306642,-0.952152,0.007813
1759,-4.625954,-54.274810,-26.809160,-0.156006,-0.906498,0.037598
1760,-4.450382,-56.480914,-27.549617,-0.096192,-0.900150,0.044434
1761,-4.900764,-59.198472,-23.801527,-0.089844,-0.906986,0.041504
1762,-5.702290,-62.419842,-19.916031,-0.112305,-0.905521,0.028076
1763,-6.564885,-64.984735,-16.732824,-0.146241,-0.912601,0.036377
1764,-7.083969,-67.770994,-18.221374,-0.249513,-0.913089,0.006348
1765,-6.877863,-67.549621,-20.061070,-0.212647,-0.900394,0.010986
1766,-6.244275,-67.290074,-21.603053,-0.183106,-0.887454,0.013672
1767,-5.106870,-67.007639,-21.106871,-0.158448,-0.887699,0.021240
1768,-3.664122,-67.419847,-18.114503,-0.154542,-0.911869,0.026367
1769,-0.694656,-67.900761,-18.022902,-0.232911,-0.955082,0.013184
1770,0.038168,-67.198467,-22.374047,-0.238038,-0.960209,0.019775
1771,0.572519,-65.564884,-26.328245,-0.243653,-0.969242,0.017578
1772,0.419847,-63.160302,-31.358778,-0.239259,-0.965091,0.024658
1773,0.083969,-60.618318,-36.778625,-0.231690,-0.955082,0.029785
1774,2.450382,-50.633585,-37.847328,-0.146729,-0.910648,0.055176
1775,2.442748,-49.480916,-30.648855,-0.136475,-0.910404,0.052735
1776,2.931298,-49.183205,-20.580152,-0.113282,-0.921634,0.062256
1777,2.412214,-50.251907,-10.145039,-0.111329,-0.931644,0.077149
1778,1.900763,-52.618319,0.534351,-0.116211,-0.944339,0.077637
1779,-0.900763,-58.305342,2.725191,-0.138672,-0.977787,0.075928
1780,-2.106870,-59.236639,0.251908,-0.088868,-0.959476,0.091553
1781,-1.656489,-61.557250,2.664122,-0.051270,-0.963871,0.113526
1782,-1.320611,-63.526715,7.213740,-0.051270,-0.959476,0.105713
1783,-1.328244,-66.412217,11.068702,-0.074463,-0.975834,0.106690
1784,-3.854962,-71.305344,3.679389,-0.175294,-0.994388,0.106446
1785,-3.862595,-71.877857,-1.045802,-0.142335,-0.986820,0.097168
1786,-3.259542,-72.167935,-1.015267,-0.095703,-0.952152,0.105225
1787,-4.511450,-72.900760,3.854962,-0.047608,-0.926761,0.123780
1788,-4.641222,-75.389312,15.557252,-0.041016,-0.924564,0.104737
1789,-3.259542,-79.450378,47.183202,-0.249757,-0.955814,0.080567
1790,-3.190840,-76.488549,45.152673,-0.297364,-0.979740,0.093018
1791,-3.343511,-72.267171,40.045802,-0.303468,-0.995365,0.076905
1792,-7.145038,-68.877860,38.603054,-0.274171,-1.024174,0.071289
1793,-6.916030,-64.045795,33.015266,-0.272218,-0.978519,0.059815
1794,1.603053,-44.839693,27.587786,-0.217286,-0.974369,0.092530
1795,2.007634,-43.519083,29.015265,-0.135254,-0.958744,0.107178
1796,0.167939,-43.755725,31.893127,-0.049805,-0.964115,0.123291
1797,-1.946565,-45.671757,35.870227,-0.012940,-0.969974,0.133057
1798,-3.229008,-49.839695,39.816796,0.007568,-0.995609,0.136963
1799,-7.801527,-59.167934,24.801527,-0.180665,-1.013432,0.127930
1800,-8.458015,-59.053433,17.106871,-0.234376,-0.989506,0.128907
1801,-8.900763,-58.603050,9.435115,-0.279054,-0.994877,0.132569
1802,-8.748092,-57.122139,1.557252,-0.300538,-1.016361,0.125000
1803,-8.656489,-54.519085,-5.541984,-0.329103,-1.023930,0.126465
1804,-8.946564,-45.389311,-30.450383,-0.287599,-0.987064,0.132569
1805,-9.335877,-42.770993,-33.572517,-0.255128,-0.984623,0.115235
1806,-9.206107,-41.160304,-34.122139,-0.252198,-0.989017,0.112061
1807,-8.954199,-40.030533,-33.671757,-0.237550,-0.984867,0.117920
1808,-9.389312,-39.083968,-33.458016,-0.223145,-0.972416,0.111573
1809,-11.305344,-36.618321,-12.633587,-0.150879,-0.935550,0.117676
1810,-11.679389,-36.351148,-0.992366,-0.148194,-0.944095,0.104981
1811,-11.938932,-36.732825,7.587786,-0.150147,-0.947757,0.110108
1812,-12.412213,-37.175572,11.931297,-0.150879,-0.955082,0.107666
1813,-13.061068,-37.564882,11.931297,-0.148682,-0.958744,0.108643
1814,-11.916031,-42.412213,6.236641,-0.155518,-0.961673,0.134034
1815,-11.503816,-43.541984,4.572519,-0.170655,-0.954349,0.144532
1816,-10.824427,-45.755724,4.671756,-0.183106,-0.978275,0.154786
1817,-10.572519,-46.137405,5.045801,-0.188477,-1.012943,0.146973
1818,-10.633588,-45.183204,1.725191,-0.199952,-1.043705,0.149170
1819,-18.145038,-51.633586,14.160305,-0.077881,-1.058354,0.191407
1820,-21.755725,-54.656488,19.633587,-0.011475,-1.012943,0.217774
1821,-25.755726,-58.358782,23.923663,0.071778,-0.976566,0.269532
1822,-25.755726,-67.206110,32.068701,0.070313,-1.024418,0.215333
1823,-26.732824,-75.427479,42.312977,0.039795,-1.064945,0.212647
1824,-43.152670,-93.305342,10.389313,-0.214356,-0.986820,0.173340
1825,-44.297711,-92.496183,-1.412214,-0.259522,-1.001224,0.124756
1826,-44.778624,-89.297708,-22.022901,-0.307130,-0.948002,0.083008
1827,-43.076336,-86.137407,-35.824427,-0.304444,-0.909916,0.089600
1828,-37.297709,-84.473279,-40.541984,-0.330323,-0.894046,0.062256
1829,-22.595418,-57.671754,-84.145034,-0.444093,-0.871829,-0.021484
1830,-20.290077,-50.206108,-96.030533,-0.367433,-0.858157,0.001953
1831,-13.671756,-45.137404,-94.641218,-0.312501,-0.835452,-0.002197
1832,-6.129771,-39.053437,-83.671750,-0.229737,-0.852786,-0.009033
1833,-2.251908,-33.633586,-72.541984,-0.182618,-0.830081,0.019531
1834,6.328244,-22.114503,-58.114500,-0.122315,-0.900394,0.091309
1835,9.854961,-24.045800,-52.702289,-0.118164,-0.938236,0.072754
1836,10.343511,-25.183206,-46.839695,-0.065430,-0.976078,0.087647
1837,10.793893,-26.015267,-42.442747,-0.039551,-0.980228,0.106934
1838,10.427481,-29.167937,-38.916030,-0.019531,-0.978275,0.122315
1839,13.908397,-44.137406,-57.572518,-0.031738,-1.031254,0.124268
1840,15.732823,-47.648854,-66.061063,-0.032959,-1.048100,0.140137
1841,15.984733,-51.297708,-75.648859,-0.043701,-1.045902,0.144776
1842,15.404580,-54.534351,-83.496186,-0.045654,-1.043949,0.148194
1843,16.190840,-56.526717,-87.305342,-0.049561,-1.032963,0.145264
1844,16.519082,-55.641220,-84.541984,-0.108399,-0.994388,0.148438
1845,19.839695,-54.183204,-64.412215,-0.087403,-0.975101,0.132081
1846,15.587786,-56.015265,-31.541984,-0.061768,-0.907718,0.150147
1847,9.694656,-58.412214,3.610687,-0.080078,-0.858157,0.161378
1848,4.381679,-58.297706,38.450382,-0.092286,-0.853275,0.139893
1849,-1.465649,-57.236640,96.587781,0.021240,-0.946293,0.145997
1850,-0.465649,-58.740460,92.015263,0.047608,-0.981937,0.143799
1851,0.396947,-57.809163,84.442748,0.050781,-1.012943,0.124512
1852,0.854962,-58.244274,76.068704,0.025147,-1.027348,0.119141
1853,-0.282443,-57.992363,67.778623,-0.011963,-1.023197,0.118409
1854,1.671756,-59.083970,34.549617,-0.091797,-1.036625,0.133057
1855,2.030534,-58.809164,25.534351,-0.113770,-1.071781,0.125489
1856,1.580153,-57.167938,18.106871,-0.137696,-1.098149,0.115967
1857,-0.244275,-54.160306,11.282443,-0.147217,-1.102543,0.119141
1858,-2.870229,-50.068701,6.351145,-0.162598,-1.094486,0.114747
1859,-9.442748,-36.564885,7.435114,-0.135254,-1.010502,0.120606
1860,-8.122137,-34.389312,11.015267,-0.146729,-1.005375,0.130616
1861,-6.977099,-31.480915,10.488549,-0.170899,-1.007084,0.136231
1862,-6.648854,-27.061069,3.267176,-0.151856,-1.001713,0.133301
1863,-8.076336,-27.671755,2.351145,-0.042236,-1.039555,0.147950
1864,-23.274809,-49.381680,-2.305344,0.141358,-1.087406,0.174561
1865,-22.381679,-56.320609,-8.076336,0.101563,-1.097172,0.196778
1866,-22.961832,-60.458013,-19.328245,0.031494,-1.097416,0.194093
1867,-21.419847,-63.740459,-34.839695,-0.032715,-1.094731,0.191407
1868,-18.961831,-65.213737,-51.778625,-0.063233,-1.096684,0.173096
1869,-11.816793,-64.587785,-91.709919,-0.080078,-1.094731,0.148682
1870,-11.748092,-63.282440,-97.335878,-0.085694,-1.055668,0.159180
1871,-11.793892,-61.213739,-101.664121,-0.078369,-1.040043,0.152588
1872,-10.343511,-57.862596,-101.114502,-0.095948,-1.036381,0.134522
1873,-10.251908,-55.366411,-95.610688,-0.080078,-0.991459,0.134278
1874,-19.297711,-52.519083,-31.236640,0.015381,-0.951420,0.129883
1875,-22.557251,-53.282442,-13.114504,0.014404,-0.970463,0.135010
1876,-23.022901,-53.732825,1.099237,-0.008301,-0.993900,0.125245
1877,-25.053434,-54.480915,8.290076,-0.040283,-1.003910,0.110108
1878,-27.648855,-52.076336,9.427480,-0.050781,-1.002689,0.109131
1879,-28.725190,-53.641218,9.282443,0.017090,-0.970707,0.116456
1880,-28.587786,-55.435116,9.190840,-0.001709,-0.983890,0.102051
1881,-28.022902,-56.526717,7.175572,-0.027344,-0.982426,0.105225
1882,-27.335878,-56.122137,3.137405,-0.072022,-0.987308,0.087647
1883,-26.480916,-55.038166,-2.206107,-0.084229,-0.970463,0.078369
1884,-21.229008,-49.267172,-6.427481,-0.082520,-0.893314,0.037110
1885,-18.763359,-46.793892,-3.396947,-0.081543,-0.878910,0.039795
1886,-15.954198,-43.954196,-0.244275,-0.064942,-0.882328,0.030762
1887,-13.335877,-40.877859,2.862595,-0.054444,-0.864993,0.016846
1888,-10.519084,-37.496181,5.442748,-0.042725,-0.855960,0.006836
1889,-1.328244,-32.847329,18.419847,0.020020,-0.910892,0.063965
1890,0.885496,-33.946562,22.068703,0.036865,-0.946781,0.070069
1891,1.526717,-34.977101,21.709922,0.032471,-0.986088,0.085450
1892,2.419847,-36.106869,17.702289,0.009277,-1.021244,0.094727
1893,3.007634,-37.786259,14.900763,-0.006592,-1.034184,0.099121
1894,-0.580153,-39.984733,7.908397,0.008057,-1.046635,0.124268
1895,-1.954198,-41.030531,9.129771,0.000732,-1.049809,0.118653
1896,-3.312977,-42.160305,11.335877,0.008057,-1.050297,0.115479
1897,-6.557252,-41.160304,9.595419,0.015625,-1.030521,0.123291
