DATA;DATE_TIME;TEMPERATURE;GAS_PRESENCE;POS(XYZ);VELOCITY(XYZ)
DATA;02/06/2023 23:17:39;28.95;False;[0,0,0];[0.007998966850374283, -0.00011161964090846275, 6.379954839880865e-05]
DATA;02/06/2023 23:17:40;28.95;False;[0,0,0];[0.007998806052788429, -0.00012251993670334832, 6.395775937643157e-05]
DATA;02/06/2023 23:17:41;28.94;False;[0,0,0];[0.007998651650136055, -0.0001300705070371285, 6.821614892251128e-05]
DATA;02/06/2023 23:17:42;28.97;False;[0,0,0];[0.007998475559872775, -0.00013908239989057544, 7.102678478902215e-05]
DATA;02/06/2023 23:17:43;28.95;False;[0,0,0];[0.007998353128821174, -0.00014547135707081393, 7.20091032251378e-05]
DATA;02/06/2023 23:17:44;28.95;False;[0,0,0];[0.00799816918607903, -0.0001541253443585591, 7.43979104617365e-05]
DATA;02/06/2023 23:17:45;28.95;False;[0,0,0];[0.00799781274897898, -0.00016557492986161995, 8.704122511438146e-05]
DATA;02/06/2023 23:17:46;28.94;False;[0,0,0];[0.007997547682363144, -0.00017466894205888734, 9.339073298168861e-05]
DATA;02/06/2023 23:17:47;28.95;False;[0,0,0];[0.007997161271325635, -0.00018509172947389375, 0.00010560611766694168]
DATA;02/06/2023 23:17:48;28.94;False;[0,0,0];[0.007996710973914738, -0.0001969389419566902, 0.00011759529247190393]
DATA;02/06/2023 23:17:49;28.94;False;[0,0,0];[0.007996965757002717, -0.0002017701320189744, 8.847313236144246e-05]
DATA;02/06/2023 23:17:50;28.95;False;[0.02399107303922296,-0.000614280410724757,0.00022594641878921797];[0.007997022505256279, -0.00020554825006904943, 7.335507696781098e-05]
DATA;02/06/2023 23:17:51;28.95;False;[0.06397565943027911,-0.0016837979206129469,0.0005230340363490281];[0.007996899166549566, -0.00021548106861337765, 5.631721856495213e-05]
DATA;02/06/2023 23:17:52;28.94;False;[0.0799695142964551,-0.0021146917454533576,0.0006276083172045071];[0.007996251950663103, -0.0002445443606388322, -1.2361116250035376e-05]
DATA;02/06/2023 23:17:53;28.95;False;[0.0799695142964551,-0.0021146917454533576,0.0006276083172045071];[0.007995404815766377, -0.00026850046873536646, -3.7541048296140936e-05]
DATA;02/06/2023 23:17:54;28.95;False;[0.08796656647689174,-0.0023318465763928625,0.0006280586189681709];[0.007997052180436635, -0.00021715483093950503, 4.5030176366384015e-07]
DATA;02/06/2023 23:17:55;28.94;False;[0.12794960430382427,-0.0034845666324259178,0.00077262392513641];[0.007996622718775824, -0.00023032816209821776, 3.1209474541790126e-05]
DATA;02/06/2023 23:17:56;28.94;False;[0.15993669594157708,-0.00437418858043384,0.0009575107031021067];[0.00799671406529224, -0.0002228428858271928, 5.389996467348016e-05]
DATA;02/06/2023 23:17:57;28.94;False;[0.15993669594157708,-0.00437418858043384,0.0009575107031021067];[0.007995438213248357, -0.0002455885657519508, 0.00011249015289488458]
DATA;02/06/2023 23:17:58;28.92;False;[0.16793149294984067,-0.0045889844034699544,0.001150081601902039];[0.007994797008263574, -0.0002147958230361147, 0.00019257089879993217]
DATA;02/06/2023 23:17:59;28.9;False;[0.20790176367707472,-0.005909905401964846,0.0019265558830786054];[0.007993167684150784, -0.0002866382069273563, 0.00016464784048273752]
DATA;02/06/2023 23:18:00;28.9;False;[0.239871819190451,-0.007102244740815212,0.0026291011306916303];[0.007992374011070197, -0.00029805633364370863, 0.00018198925557056652]
DATA;02/06/2023 23:18:01;28.9;False;[0.239871819190451,-0.007102244740815212,0.0026291011306916303];[0.00798252834165648, -0.000508458687590141, 0.00014391329912006497]
DATA;02/06/2023 23:18:02;28.9;False;[0.239871819190451,-0.007102244740815212,0.0026291011306916303];[0.00797630541348794, -0.0005934733257846885, 0.00016230022286995005]
DATA;02/06/2023 23:18:03;28.9;False;[0.24784372834282653,-0.007749699561186797,0.0028007598672811665];[0.007971909152375516, -0.0006474548203715852, 0.00017165873658953615]
DATA;02/06/2023 23:18:05;28.89;False;[0.28768708261074283,-0.011172402818472909,0.003686250090740037];[0.007967828970385844, -0.0006942104507022637, 0.00017825080312375898]
DATA;02/06/2023 23:18:06;28.9;False;[0.3195581094728219,-0.013952581229069953,0.0043991681958617575];[0.007967707273509483, -0.0006956391117215554, 0.00017812082951118778]
DATA;02/06/2023 23:18:07;28.9;False;[0.3195581094728219,-0.013952581229069953,0.0043991681958617575];[0.007967107476518399, -0.0007034060292475469, 0.0001744087601614542]
DATA;02/06/2023 23:18:08;28.9;False;[0.3195581094728219,-0.013952581229069953,0.0043991681958617575];[0.007966619001929662, -0.0007102388429977882, 0.000168945150828771]
DATA;02/06/2023 23:18:09;28.9;False;[0.3593905457597531,-0.0175114988938514,0.005242448727237729];[0.00796645772205234, -0.0007121689044189888, 0.00016842450632100644]
DATA;02/06/2023 23:18:10;28.89;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007966389832511795, -0.0007129689085372695, 0.00016825091949247258]
DATA;02/06/2023 23:18:11;28.9;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.00796570792276586, -0.0007199121968421998, 0.0001709494604292587]
DATA;02/06/2023 23:18:12;28.88;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007965300405028772, -0.0007240911430064501, 0.00017228312240625862]
DATA;02/06/2023 23:18:13;28.9;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007963150455013118, -0.0007503488561134608, 0.00015878105980035793]
DATA;02/06/2023 23:18:14;28.89;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.00796269064399221, -0.0007445695406947414, 0.00020291354598999048]
DATA;02/06/2023 23:18:15;28.89;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007960702917325743, -0.0007663483595111592, 0.0001997980329071039]
DATA;02/06/2023 23:18:16;28.89;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007959991676499925, -0.0007733950729162282, 0.00020097903183735534]
DATA;02/06/2023 23:18:17;28.89;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.00795877164937113, -0.0007853637861922906, 0.0002028732523066492]
DATA;02/06/2023 23:18:18;28.89;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007958014358166746, -0.000792208326167895, 0.00020594524310979498]
DATA;02/06/2023 23:18:19;28.88;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007956861352502646, -0.0008028924427252472, 0.00020909601254422304]
DATA;02/06/2023 23:18:20;28.88;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007955915830394969, -0.0008114165888007779, 0.00021214716374995821]
DATA;02/06/2023 23:18:21;28.88;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007955538161488415, -0.0008151679242752633, 0.00021192880014722358]
DATA;02/06/2023 23:18:22;28.88;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.00795264772960403, -0.0008475071943398691, 0.00019268016079310093]
DATA;02/06/2023 23:18:23;28.88;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007945357267610198, -0.0009057330632381015, 0.00022571111666977217]
DATA;02/06/2023 23:18:24;28.86;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007948006221334914, -0.0008758952018777255, 0.0002490074315077292]
DATA;02/06/2023 23:18:25;28.84;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007946418035027075, -0.0008835234733215953, 0.0002717106635432357]
DATA;02/06/2023 23:18:26;28.86;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007945418617088595, -0.0008919533082581195, 0.0002733903712758772]
DATA;02/06/2023 23:18:27;28.86;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007944433884431881, -0.0008997600148583975, 0.0002764094273891967]
DATA;02/06/2023 23:18:28;28.84;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007943254303035087, -0.0009095292145261007, 0.0002783301730591856]
DATA;02/06/2023 23:18:29;28.84;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007942981093345083, -0.0009095848904836686, 0.00028584379958870214]
DATA;02/06/2023 23:18:30;28.84;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.00795297009409602, -0.0008417020154630542, 0.00020446124223624703]
DATA;02/06/2023 23:18:31;28.83;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007940405612418702, -0.0009036234155201609, 0.0003652717251442869]
DATA;02/06/2023 23:18:32;28.83;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007939267977770153, -0.000911287784148302, 0.00037091582820342607]
DATA;02/06/2023 23:18:33;28.84;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007938314419959283, -0.0009186004555663616, 0.0003732792157299584]
DATA;02/06/2023 23:18:34;28.84;False;[0.39922257078248335,-0.021075365862105896,0.0060842525998912045];[0.007937373318146267, -0.0009266970570147702, 0.0003732792157299584]
